Разработка моб. приложения;61;401;2021-01-10;2021-01-26
Запук коллцентра;67;467;2021-07-08;2021-07-13
Обучение сотрудников;67;467;2021-08-03;2021-08-19
Опрос покупателей;67;467;2021-09-01;2021-09-13
Проведение исследований;67;467;2021-10-01;2021-10-13
Проведение исследований;67;467;2021-11-09;2021-11-20
Обслуживание 1С;67;467;2021-12-01;2021-12-12
Дизайн буклетов;67;468;2021-01-10;2021-01-20
Разработка сайта;67;468;2021-02-03;2021-02-12
Дизайн буклетов;67;468;2021-03-06;2021-03-25
Ребрендинг;67;468;2021-04-03;2021-04-15
Разработка сайта;67;468;2021-05-02;2021-05-21
Разработка CRM;67;468;2021-06-01;2021-06-12
Ребрендинг;67;468;2021-07-04;2021-07-11
Дизайн буклетов;67;468;2021-08-09;2021-08-17
Разработка CRM;67;468;2021-09-04;2021-09-17
Разработка сайта;67;468;2021-10-07;2021-10-25
Обучение сотрудников;67;468;2021-11-07;2021-11-12
Разработка CRM;67;468;2021-12-08;2021-12-16
Дизайн сайта;67;469;2021-01-02;2021-01-13
Запук коллцентра;67;469;2021-02-10;2021-02-28
Дизайн буклетов;67;469;2021-03-02;2021-03-16
Модернизация wifi-сети;67;469;2021-04-10;2021-04-24
Разработка моб. приложения;67;469;2021-05-06;2021-05-24
Дизайн буклетов;67;469;2021-06-01;2021-06-06
Модернизация wifi-сети;67;469;2021-07-03;2021-07-10
Разработка CRM;67;469;2021-08-07;2021-08-22
Аудит информационной безопасности;67;469;2021-09-02;2021-09-08
Ребрендинг;67;469;2021-10-08;2021-10-18
Разработка CRM;67;469;2021-11-05;2021-11-25
Дизайн буклетов;67;469;2021-12-02;2021-12-09
Опрос покупателей;67;470;2021-01-10;2021-01-30
Дизайн буклетов;67;470;2021-02-10;2021-02-25
Разработка сайта;67;470;2021-03-01;2021-03-11
Запук коллцентра;67;470;2021-04-02;2021-04-13
Опрос покупателей;67;470;2021-05-03;2021-05-17
Разработка моб. приложения;67;470;2021-06-08;2021-06-27
Модернизация wifi-сети;67;470;2021-07-05;2021-07-21
Разработка моб. приложения;67;470;2021-08-09;2021-08-28
Разработка моб. приложения;67;470;2021-09-03;2021-09-20
Опрос покупателей;67;470;2021-10-04;2021-10-09
Разработка CRM;67;470;2021-11-02;2021-11-16
Аудит информационной безопасности;67;470;2021-12-10;2021-12-30
Разработка сайта;68;471;2021-01-05;2021-01-14
Обслуживание 1С;68;471;2021-02-01;2021-02-18
Дизайн буклетов;68;471;2021-03-08;2021-03-23
Разработка сайта;68;471;2021-04-10;2021-04-21
Запук коллцентра;68;471;2021-05-05;2021-05-10
Ребрендинг;68;471;2021-06-03;2021-06-12
Разработка моб. приложения;68;471;2021-07-04;2021-07-17
Ребрендинг;68;471;2021-08-09;2021-08-16
Проведение исследований;68;471;2021-09-05;2021-09-18
Запук коллцентра;68;471;2021-10-06;2021-10-13
Дизайн буклетов;68;471;2021-11-09;2021-11-17
Дизайн сайта;68;471;2021-12-05;2021-12-24
Дизайн сайта;68;472;2021-01-04;2021-01-24
Запук коллцентра;68;472;2021-02-05;2021-02-25
Дизайн сайта;68;472;2021-03-03;2021-03-15
Дизайн буклетов;68;472;2021-04-10;2021-04-30
Обслуживание 1С;68;472;2021-05-07;2021-05-26
Разработка моб. приложения;68;472;2021-06-03;2021-06-15
Модернизация wifi-сети;68;472;2021-07-10;2021-07-29
Запук коллцентра;68;472;2021-08-03;2021-08-09
Запук коллцентра;68;472;2021-09-03;2021-09-12
Модернизация wifi-сети;68;472;2021-10-09;2021-10-21
Обучение сотрудников;68;472;2021-11-09;2021-11-18
Разработка сайта;68;472;2021-12-07;2021-12-20
Дизайн сайта;68;473;2021-01-04;2021-01-21
Дизайн буклетов;68;473;2021-02-03;2021-02-15
Проведение исследований;68;473;2021-03-07;2021-03-17
Опрос покупателей;68;473;2021-04-10;2021-04-22
Запук коллцентра;68;473;2021-05-08;2021-05-22
Проведение исследований;68;473;2021-06-09;2021-06-22
Ребрендинг;68;473;2021-07-04;2021-07-23
Проведение исследований;68;473;2021-08-02;2021-08-08
Ребрендинг;68;473;2021-09-07;2021-09-23
Дизайн буклетов;68;473;2021-10-06;2021-10-25
Обучение сотрудников;68;473;2021-11-04;2021-11-15
Разработка моб. приложения;68;473;2021-12-04;2021-12-13
Обслуживание 1С;68;474;2021-01-09;2021-01-21
Аудит информационной безопасности;68;474;2021-02-05;2021-02-15
Обучение сотрудников;68;474;2021-03-02;2021-03-19
Запук коллцентра;68;474;2021-04-05;2021-04-14
Обслуживание 1С;68;474;2021-05-01;2021-05-15
Ребрендинг;68;474;2021-06-05;2021-06-20
Модернизация wifi-сети;68;474;2021-07-08;2021-07-22
Запук коллцентра;68;474;2021-08-04;2021-08-09
Аудит информационной безопасности;68;474;2021-09-02;2021-09-09
Обучение сотрудников;68;474;2021-10-02;2021-10-21
Ребрендинг;68;474;2021-11-02;2021-11-09
Разработка сайта;68;474;2021-12-07;2021-12-24
Дизайн буклетов;68;475;2021-01-08;2021-01-15
Аудит информационной безопасности;68;475;2021-02-06;2021-02-23
Разработка сайта;68;475;2021-03-07;2021-03-22
Проведение исследований;68;475;2021-04-05;2021-04-21
Дизайн сайта;68;475;2021-05-05;2021-05-10
Обслуживание 1С;68;475;2021-06-09;2021-06-26
Аудит информационной безопасности;68;475;2021-07-10;2021-07-23
Ребрендинг;68;475;2021-08-09;2021-08-26
Разработка сайта;68;475;2021-09-09;2021-09-25
Разработка моб. приложения;68;475;2021-10-01;2021-10-12
Обучение сотрудников;68;475;2021-11-05;2021-11-17
Разработка сайта;68;475;2021-12-04;2021-12-17
Разработка сайта;68;476;2021-01-04;2021-01-16
Ребрендинг;68;476;2021-02-07;2021-02-22
Запук коллцентра;68;476;2021-03-01;2021-03-07
Аудит информационной безопасности;68;476;2021-04-04;2021-04-15
Запук коллцентра;68;476;2021-05-07;2021-05-25
Дизайн сайта;68;476;2021-06-05;2021-06-21
Модернизация wifi-сети;68;476;2021-07-03;2021-07-18
Обслуживание 1С;68;476;2021-08-01;2021-08-11
Ребрендинг;68;476;2021-09-07;2021-09-23
Запук коллцентра;68;476;2021-10-06;2021-10-25
Запук коллцентра;68;476;2021-11-06;2021-11-14
Запук коллцентра;68;476;2021-12-05;2021-12-13
Дизайн сайта;68;477;2021-01-07;2021-01-18
Проведение исследований;68;477;2021-02-09;2021-02-19
Дизайн сайта;68;477;2021-03-08;2021-03-14
Ребрендинг;68;477;2021-04-09;2021-04-26
Разработка CRM;68;477;2021-05-10;2021-05-23
Обучение сотрудников;68;477;2021-06-05;2021-06-16
Разработка CRM;68;477;2021-07-02;2021-07-08
Проведение исследований;68;477;2021-08-02;2021-08-11
Разработка CRM;68;477;2021-09-08;2021-09-22
Опрос покупателей;68;477;2021-10-10;2021-10-27
Обслуживание 1С;68;477;2021-11-10;2021-11-24
Модернизация wifi-сети;68;477;2021-12-01;2021-12-18
Модернизация wifi-сети;68;478;2021-01-04;2021-01-16
Разработка CRM;68;478;2021-02-06;2021-02-24
Дизайн буклетов;68;478;2021-03-10;2021-03-17
Дизайн буклетов;68;478;2021-04-06;2021-04-16
Разработка сайта;68;478;2021-05-02;2021-05-15
Обслуживание 1С;68;478;2021-06-05;2021-06-10
Разработка сайта;68;478;2021-07-06;2021-07-12
Разработка сайта;68;478;2021-08-06;2021-08-19
Разработка моб. приложения;68;478;2021-09-09;2021-09-15
Опрос покупателей;68;478;2021-10-07;2021-10-23
Аудит информационной безопасности;68;478;2021-11-01;2021-11-13
Аудит информационной безопасности;68;478;2021-12-09;2021-12-17
Аудит информационной безопасности;68;479;2021-01-03;2021-01-16
Обучение сотрудников;68;479;2021-02-01;2021-02-10
Дизайн сайта;68;479;2021-03-08;2021-03-16
Ребрендинг;68;479;2021-04-08;2021-04-26
Опрос покупателей;68;479;2021-05-03;2021-05-10
Запук коллцентра;68;479;2021-06-02;2021-06-13
Обучение сотрудников;68;479;2021-07-08;2021-07-25
Разработка CRM;68;479;2021-08-02;2021-08-18
Дизайн буклетов;68;479;2021-09-09;2021-09-25
Разработка моб. приложения;68;479;2021-10-01;2021-10-07
Модернизация wifi-сети;68;479;2021-11-10;2021-11-24
Обслуживание 1С;68;479;2021-12-07;2021-12-19
Дизайн буклетов;68;480;2021-01-06;2021-01-17
Опрос покупателей;68;480;2021-02-03;2021-02-16
Обучение сотрудников;68;480;2021-03-09;2021-03-24
Запук коллцентра;68;480;2021-04-03;2021-04-21
Разработка сайта;68;480;2021-05-02;2021-05-22
Разработка CRM;68;480;2021-06-04;2021-06-19
Разработка CRM;68;480;2021-07-09;2021-07-20
Обучение сотрудников;68;480;2021-08-04;2021-08-21
Обучение сотрудников;68;480;2021-09-03;2021-09-16
Ребрендинг;68;480;2021-10-10;2021-10-19
Разработка CRM;68;480;2021-11-10;2021-11-27
Проведение исследований;68;480;2021-12-01;2021-12-09
Дизайн сайта;69;481;2021-01-08;2021-01-26
Разработка сайта;69;481;2021-02-09;2021-02-19
Запук коллцентра;69;481;2021-03-02;2021-03-12
Дизайн сайта;69;481;2021-04-08;2021-04-25
Модернизация wifi-сети;69;481;2021-05-04;2021-05-18
Дизайн буклетов;69;481;2021-06-10;2021-06-24
Проведение исследований;69;481;2021-07-04;2021-07-13
Аудит информационной безопасности;69;481;2021-08-03;2021-08-21
Разработка CRM;69;481;2021-09-07;2021-09-24
Дизайн сайта;69;481;2021-10-03;2021-10-19
Запук коллцентра;69;481;2021-11-04;2021-11-21
Обучение сотрудников;69;481;2021-12-03;2021-12-15
Обучение сотрудников;69;482;2021-01-06;2021-01-19
Опрос покупателей;69;482;2021-02-05;2021-02-21
Обслуживание 1С;69;482;2021-03-06;2021-03-18
Проведение исследований;69;482;2021-04-07;2021-04-27
Опрос покупателей;69;482;2021-05-06;2021-05-22
Разработка CRM;69;482;2021-06-06;2021-06-17
Дизайн сайта;69;482;2021-07-02;2021-07-22
Разработка CRM;69;482;2021-08-09;2021-08-20
Опрос покупателей;69;482;2021-09-06;2021-09-22
Разработка CRM;69;482;2021-10-02;2021-10-07
Проведение исследований;69;482;2021-11-03;2021-11-12
Ребрендинг;69;482;2021-12-02;2021-12-07
Обслуживание 1С;69;483;2021-01-05;2021-01-23
Обслуживание 1С;69;483;2021-02-02;2021-02-09
Ребрендинг;69;483;2021-03-06;2021-03-18
Проведение исследований;69;483;2021-04-05;2021-04-24
Проведение исследований;69;483;2021-05-04;2021-05-21
Ребрендинг;69;483;2021-06-05;2021-06-11
Ребрендинг;69;483;2021-07-03;2021-07-11
Ребрендинг;69;483;2021-08-04;2021-08-13
Разработка моб. приложения;69;483;2021-09-10;2021-09-20
Обслуживание 1С;69;483;2021-10-02;2021-10-16
Аудит информационной безопасности;69;483;2021-11-02;2021-11-20
Проведение исследований;69;483;2021-12-07;2021-12-22
Дизайн буклетов;69;484;2021-01-03;2021-01-21
Разработка сайта;69;484;2021-02-08;2021-02-22
Опрос покупателей;69;484;2021-03-01;2021-03-09
Дизайн сайта;69;484;2021-04-03;2021-04-13
Аудит информационной безопасности;69;484;2021-05-09;2021-05-17
Разработка CRM;69;484;2021-06-08;2021-06-25
Модернизация wifi-сети;69;484;2021-07-01;2021-07-09
Модернизация wifi-сети;69;484;2021-08-05;2021-08-12
Дизайн сайта;69;484;2021-09-07;2021-09-15
Опрос покупателей;69;484;2021-10-05;2021-10-15
Модернизация wifi-сети;69;484;2021-11-03;2021-11-11
Модернизация wifi-сети;69;484;2021-12-02;2021-12-10
Ребрендинг;69;485;2021-01-06;2021-01-26
Ребрендинг;69;485;2021-02-10;2021-02-27
Дизайн буклетов;69;485;2021-03-04;2021-03-19
Разработка CRM;69;485;2021-04-06;2021-04-26
Запук коллцентра;69;485;2021-05-04;2021-05-11
Обслуживание 1С;69;485;2021-06-08;2021-06-21
Обслуживание 1С;69;485;2021-07-02;2021-07-15
Проведение исследований;69;485;2021-08-08;2021-08-16
Обучение сотрудников;69;485;2021-09-05;2021-09-14
Обучение сотрудников;69;485;2021-10-04;2021-10-09
Модернизация wifi-сети;69;485;2021-11-05;2021-11-22
Обучение сотрудников;69;485;2021-12-09;2021-12-22
Проведение исследований;69;486;2021-01-03;2021-01-08
Модернизация wifi-сети;69;486;2021-02-06;2021-02-23
Разработка моб. приложения;69;486;2021-03-08;2021-03-20
Аудит информационной безопасности;69;486;2021-04-03;2021-04-17
Обслуживание 1С;69;486;2021-05-05;2021-05-21
Модернизация wifi-сети;69;486;2021-06-08;2021-06-21
Проведение исследований;69;486;2021-07-04;2021-07-11
Проведение исследований;69;486;2021-08-01;2021-08-17
Запук коллцентра;69;486;2021-09-07;2021-09-25
Аудит информационной безопасности;69;486;2021-10-08;2021-10-14
Дизайн сайта;69;486;2021-11-04;2021-11-14
Разработка моб. приложения;69;486;2021-12-02;2021-12-10
Разработка CRM;69;487;2021-01-10;2021-01-28
Опрос покупателей;69;487;2021-02-09;2021-03-01
Обслуживание 1С;69;487;2021-03-07;2021-03-27
Разработка моб. приложения;69;487;2021-04-05;2021-04-15
Разработка моб. приложения;69;487;2021-05-04;2021-05-20
Разработка моб. приложения;69;487;2021-06-02;2021-06-17
Дизайн буклетов;69;487;2021-07-10;2021-07-24
Дизайн буклетов;69;487;2021-08-06;2021-08-25
Модернизация wifi-сети;69;487;2021-09-07;2021-09-21
Запук коллцентра;69;487;2021-10-08;2021-10-17
Разработка моб. приложения;69;487;2021-11-01;2021-11-14
Обслуживание 1С;69;487;2021-12-05;2021-12-18
Дизайн буклетов;69;488;2021-01-08;2021-01-23
Разработка моб. приложения;69;488;2021-02-01;2021-02-15
Обучение сотрудников;69;488;2021-03-04;2021-03-17
Опрос покупателей;69;488;2021-04-09;2021-04-14
Проведение исследований;69;488;2021-05-10;2021-05-16
Обслуживание 1С;69;488;2021-06-01;2021-06-20
Запук коллцентра;69;488;2021-07-10;2021-07-16
Проведение исследований;69;488;2021-08-08;2021-08-13
Проведение исследований;69;488;2021-09-09;2021-09-20
Разработка CRM;69;488;2021-10-03;2021-10-15
Модернизация wifi-сети;69;488;2021-11-01;2021-11-11
Модернизация wifi-сети;69;488;2021-12-10;2021-12-29
Разработка сайта;69;489;2021-01-03;2021-01-16
Обслуживание 1С;69;489;2021-02-03;2021-02-14
Обучение сотрудников;69;489;2021-03-02;2021-03-15
Опрос покупателей;69;489;2021-04-05;2021-04-22
Разработка сайта;69;489;2021-05-01;2021-05-09
Дизайн сайта;69;489;2021-06-02;2021-06-08
Разработка сайта;69;489;2021-07-05;2021-07-18
Аудит информационной безопасности;69;489;2021-08-02;2021-08-14
Обслуживание 1С;69;489;2021-09-03;2021-09-23
Запук коллцентра;69;489;2021-10-06;2021-10-26
Разработка CRM;69;489;2021-11-02;2021-11-20
Обслуживание 1С;69;489;2021-12-09;2021-12-18
Разработка сайта;69;490;2021-01-05;2021-01-13
Обслуживание 1С;69;490;2021-02-03;2021-02-14
Модернизация wifi-сети;69;490;2021-03-05;2021-03-15
Модернизация wifi-сети;69;490;2021-04-06;2021-04-25
Обучение сотрудников;69;490;2021-05-05;2021-05-16
Аудит информационной безопасности;69;490;2021-06-10;2021-06-29
Разработка моб. приложения;69;490;2021-07-07;2021-07-23
Дизайн буклетов;69;490;2021-08-08;2021-08-14
Дизайн сайта;69;490;2021-09-08;2021-09-28
Опрос покупателей;69;490;2021-10-06;2021-10-13
Дизайн буклетов;69;490;2021-11-05;2021-11-13
Проведение исследований;69;490;2021-12-05;2021-12-23
Обучение сотрудников;70;491;2021-01-02;2021-01-14
Запук коллцентра;70;491;2021-02-06;2021-02-24
Обслуживание 1С;70;491;2021-03-01;2021-03-13
Дизайн сайта;70;491;2021-04-02;2021-04-09
Разработка сайта;70;491;2021-05-08;2021-05-28
Аудит информационной безопасности;70;491;2021-06-05;2021-06-17
Опрос покупателей;70;491;2021-07-04;2021-07-20
Разработка CRM;70;491;2021-08-10;2021-08-16
Дизайн сайта;70;491;2021-09-02;2021-09-14
Обучение сотрудников;70;491;2021-10-02;2021-10-19
Ребрендинг;70;491;2021-11-02;2021-11-14
Опрос покупателей;70;491;2021-12-03;2021-12-16
Разработка сайта;70;492;2021-01-04;2021-01-23
Опрос покупателей;70;492;2021-02-03;2021-02-17
Обслуживание 1С;70;492;2021-03-04;2021-03-09
Разработка CRM;70;492;2021-04-08;2021-04-26
Модернизация wifi-сети;70;492;2021-05-02;2021-05-19
Модернизация wifi-сети;70;492;2021-06-04;2021-06-16
Обслуживание 1С;70;492;2021-07-03;2021-07-19
Ребрендинг;70;492;2021-08-06;2021-08-11
Разработка CRM;70;492;2021-09-09;2021-09-22
Дизайн буклетов;70;492;2021-10-06;2021-10-20
Опрос покупателей;70;492;2021-11-03;2021-11-10
Обучение сотрудников;70;492;2021-12-06;2021-12-16
Запук коллцентра;70;493;2021-01-03;2021-01-16
Запук коллцентра;70;493;2021-02-02;2021-02-17
Аудит информационной безопасности;70;493;2021-03-04;2021-03-15
Дизайн сайта;70;493;2021-04-10;2021-04-26
Обслуживание 1С;70;493;2021-05-06;2021-05-23
Модернизация wifi-сети;70;493;2021-06-07;2021-06-13
Разработка сайта;70;493;2021-07-08;2021-07-20
Обучение сотрудников;70;493;2021-08-08;2021-08-15
Ребрендинг;70;493;2021-09-08;2021-09-20
Разработка сайта;70;493;2021-10-04;2021-10-18
Обслуживание 1С;70;493;2021-11-05;2021-11-23
Разработка CRM;70;493;2021-12-01;2021-12-12
Опрос покупателей;70;494;2021-01-07;2021-01-22
Дизайн сайта;70;494;2021-02-01;2021-02-10
Дизайн сайта;70;494;2021-03-10;2021-03-25
Дизайн сайта;70;494;2021-04-07;2021-04-16
Обучение сотрудников;70;494;2021-05-07;2021-05-18
Опрос покупателей;70;494;2021-06-07;2021-06-25
Ребрендинг;70;494;2021-07-09;2021-07-16
Аудит информационной безопасности;70;494;2021-08-10;2021-08-20
Запук коллцентра;70;494;2021-09-06;2021-09-20
Проведение исследований;70;494;2021-10-08;2021-10-25
Разработка CRM;70;494;2021-11-10;2021-11-27
Модернизация wifi-сети;70;494;2021-12-06;2021-12-13
Обслуживание 1С;70;495;2021-01-06;2021-01-22
Дизайн сайта;70;495;2021-02-04;2021-02-22
Дизайн сайта;70;495;2021-03-10;2021-03-26
Дизайн буклетов;70;495;2021-04-10;2021-04-19
Запук коллцентра;70;495;2021-05-10;2021-05-29
Разработка CRM;70;495;2021-06-02;2021-06-15
Запук коллцентра;70;495;2021-07-04;2021-07-12
Разработка CRM;70;495;2021-08-05;2021-08-23
Обслуживание 1С;70;495;2021-09-02;2021-09-07
Проведение исследований;70;495;2021-10-01;2021-10-18
Проведение исследований;70;495;2021-11-08;2021-11-28
Ребрендинг;70;495;2021-12-08;2021-12-13
Разработка моб. приложения;70;496;2021-01-08;2021-01-13
Разработка сайта;70;496;2021-02-04;2021-02-13
Дизайн сайта;70;496;2021-03-03;2021-03-09
Проведение исследований;70;496;2021-04-08;2021-04-24
Аудит информационной безопасности;70;496;2021-05-10;2021-05-18
Ребрендинг;70;496;2021-06-06;2021-06-14
Дизайн сайта;70;496;2021-07-03;2021-07-19
Аудит информационной безопасности;70;496;2021-08-05;2021-08-19
Дизайн сайта;70;496;2021-09-08;2021-09-15
Проведение исследований;70;496;2021-10-03;2021-10-20
Дизайн сайта;70;496;2021-11-08;2021-11-27
Обучение сотрудников;70;496;2021-12-05;2021-12-15
Дизайн сайта;70;497;2021-01-10;2021-01-29
Разработка моб. приложения;70;497;2021-02-07;2021-02-25
Разработка сайта;70;497;2021-03-03;2021-03-14
Опрос покупателей;70;497;2021-04-10;2021-04-18
Проведение исследований;70;497;2021-05-09;2021-05-16
Разработка моб. приложения;70;497;2021-06-01;2021-06-14
Запук коллцентра;70;497;2021-07-06;2021-07-17
Дизайн буклетов;70;497;2021-08-02;2021-08-10
Запук коллцентра;70;497;2021-09-09;2021-09-16
Дизайн буклетов;70;497;2021-10-08;2021-10-16
Опрос покупателей;70;497;2021-11-03;2021-11-20
Ребрендинг;70;497;2021-12-06;2021-12-22
Опрос покупателей;70;498;2021-01-10;2021-01-30
Запук коллцентра;70;498;2021-02-10;2021-02-21
Обслуживание 1С;70;498;2021-03-05;2021-03-14
Обслуживание 1С;70;498;2021-04-09;2021-04-17
Аудит информационной безопасности;70;498;2021-05-08;2021-05-23
Проведение исследований;70;498;2021-06-09;2021-06-27
Разработка моб. приложения;70;498;2021-07-10;2021-07-29
Модернизация wifi-сети;70;498;2021-08-05;2021-08-14
Обучение сотрудников;70;498;2021-09-08;2021-09-23
Запук коллцентра;70;498;2021-10-04;2021-10-15
Разработка моб. приложения;70;498;2021-11-06;2021-11-25
Разработка моб. приложения;70;498;2021-12-07;2021-12-14
Обучение сотрудников;70;499;2021-01-02;2021-01-08
Разработка сайта;70;499;2021-02-08;2021-02-19
Ребрендинг;70;499;2021-03-08;2021-03-13
Обслуживание 1С;70;499;2021-04-08;2021-04-19
Обучение сотрудников;70;499;2021-05-06;2021-05-13
Аудит информационной безопасности;70;499;2021-06-08;2021-06-19
Обслуживание 1С;70;499;2021-07-03;2021-07-08
Запук коллцентра;70;499;2021-08-06;2021-08-22
Опрос покупателей;70;499;2021-09-04;2021-09-11
Опрос покупателей;70;499;2021-10-10;2021-10-20
Аудит информационной безопасности;70;499;2021-11-06;2021-11-25
Обслуживание 1С;70;499;2021-12-01;2021-12-06
Дизайн буклетов;70;500;2021-01-05;2021-01-17
Дизайн буклетов;70;500;2021-02-05;2021-02-18
Обслуживание 1С;70;500;2021-03-09;2021-03-29
Дизайн сайта;70;500;2021-04-04;2021-04-10
Разработка сайта;70;500;2021-05-02;2021-05-13
Опрос покупателей;70;500;2021-06-04;2021-06-10
Проведение исследований;70;500;2021-07-09;2021-07-14
Обслуживание 1С;70;500;2021-08-08;2021-08-19
Разработка CRM;70;500;2021-09-01;2021-09-10
Аудит информационной безопасности;70;500;2021-10-09;2021-10-24
Дизайн сайта;70;500;2021-11-09;2021-11-20
Дизайн сайта;70;500;2021-12-03;2021-12-09
